Nilai_Matematika,Nilai_IPA,Nilai_Bahasa_Inggris,Minat,Bakat,Jurusan
94,99,71,Teknologi,Praktis,Teknik Mesin
92,95,73,Teknologi,Praktis,Teknik Mesin
94,97,68,Teknologi,Praktis,Teknik Mesin
90,95,73,Teknologi,Praktis,Teknik Mesin
91,96,74,Teknologi,Praktis,Teknik Mesin
91,98,67,Teknologi,Praktis,Teknik Mesin
95,98,70,Teknologi,Praktis,Teknik Mesin
95,93,73,Teknologi,Praktis,Teknik Mesin
90,96,74,Teknologi,Praktis,Teknik Mesin
91,100,66,Teknologi,Praktis,Teknik Mesin
92,94,68,Teknologi,Praktis,Teknik Mesin
90,94,74,Teknologi,Praktis,Teknik Mesin
93,96,65,Teknologi,Praktis,Teknik Mesin
93,97,72,Teknologi,Praktis,Teknik Mesin
93,97,75,Teknologi,Praktis,Teknik Mesin
93,97,70,Teknologi,Praktis,Teknik Mesin
95,98,67,Teknologi,Praktis,Teknik Mesin
95,96,73,Teknologi,Praktis,Teknik Mesin
95,100,71,Teknologi,Praktis,Teknik Mesin
91,95,75,Teknologi,Praktis,Teknik Mesin
93,93,75,Teknologi,Praktis,Teknik Mesin
92,97,67,Teknologi,Praktis,Teknik Mesin
92,94,73,Teknologi,Praktis,Teknik Mesin
93,96,75,Teknologi,Praktis,Teknik Mesin
94,99,71,Teknologi,Praktis,Teknik Mesin
91,98,70,Teknologi,Praktis,Teknik Mesin
93,93,68,Teknologi,Praktis,Teknik Mesin
90,96,67,Teknologi,Praktis,Teknik Mesin
91,99,68,Teknologi,Praktis,Teknik Mesin
93,100,71,Teknologi,Praktis,Teknik Mesin
93,99,70,Teknologi,Praktis,Teknik Mesin
92,94,68,Teknologi,Praktis,Teknik Mesin
90,94,65,Teknologi,Praktis,Teknik Mesin
93,96,66,Teknologi,Praktis,Teknik Mesin
93,94,73,Teknologi,Praktis,Teknik Mesin
93,97,71,Teknologi,Praktis,Teknik Mesin
91,100,73,Teknologi,Praktis,Teknik Mesin
95,93,67,Teknologi,Praktis,Teknik Mesin
91,98,66,Teknologi,Praktis,Teknik Mesin
92,98,67,Teknologi,Praktis,Teknik Mesin
95,100,67,Teknologi,Praktis,Teknik Mesin
95,96,68,Teknologi,Praktis,Teknik Mesin
93,100,70,Teknologi,Praktis,Teknik Mesin
94,96,69,Teknologi,Praktis,Teknik Mesin
92,93,71,Teknologi,Praktis,Teknik Mesin
94,97,72,Teknologi,Praktis,Teknik Mesin
90,96,69,Teknologi,Praktis,Teknik Mesin
91,95,66,Teknologi,Praktis,Teknik Mesin
90,94,65,Teknologi,Praktis,Teknik Mesin
94,95,75,Teknologi,Praktis,Teknik Mesin
94,97,68,Teknologi,Praktis,Teknik Mesin
90,98,75,Teknologi,Praktis,Teknik Mesin
92,93,68,Teknologi,Praktis,Teknik Mesin
94,100,66,Teknologi,Praktis,Teknik Mesin
91,97,73,Teknologi,Praktis,Teknik Mesin
94,97,68,Teknologi,Praktis,Teknik Mesin
92,93,75,Teknologi,Praktis,Teknik Mesin
95,97,74,Teknologi,Praktis,Teknik Mesin
90,99,75,Teknologi,Praktis,Teknik Mesin
90,100,75,Teknologi,Praktis,Teknik Mesin
95,100,71,Teknologi,Praktis,Teknik Mesin
94,93,73,Teknologi,Praktis,Teknik Mesin
94,100,69,Teknologi,Praktis,Teknik Mesin
91,97,71,Teknologi,Praktis,Teknik Mesin
94,100,69,Teknologi,Praktis,Teknik Mesin
93,100,65,Teknologi,Praktis,Teknik Mesin
92,95,75,Teknologi,Praktis,Teknik Mesin
91,94,65,Teknologi,Praktis,Teknik Mesin
93,96,66,Teknologi,Praktis,Teknik Mesin
93,96,75,Teknologi,Praktis,Teknik Mesin
91,94,74,Teknologi,Praktis,Teknik Mesin
91,93,75,Teknologi,Praktis,Teknik Mesin
95,99,73,Teknologi,Praktis,Teknik Mesin
93,97,72,Teknologi,Praktis,Teknik Mesin
95,99,67,Teknologi,Praktis,Teknik Mesin
92,97,75,Teknologi,Praktis,Teknik Mesin
93,96,74,Teknologi,Praktis,Teknik Mesin
95,98,70,Teknologi,Praktis,Teknik Mesin
95,93,75,Teknologi,Praktis,Teknik Mesin
93,95,74,Teknologi,Praktis,Teknik Mesin
94,100,67,Teknologi,Praktis,Teknik Mesin
91,94,65,Teknologi,Praktis,Teknik Mesin
95,100,73,Teknologi,Praktis,Teknik Mesin
91,95,66,Teknologi,Praktis,Teknik Mesin
91,94,67,Teknologi,Praktis,Teknik Mesin
93,94,73,Teknologi,Praktis,Teknik Mesin
91,99,65,Teknologi,Praktis,Teknik Mesin
91,94,65,Teknologi,Praktis,Teknik Mesin
91,98,70,Teknologi,Praktis,Teknik Mesin
91,98,67,Teknologi,Praktis,Teknik Mesin
95,97,72,Teknologi,Praktis,Teknik Mesin
94,98,73,Teknologi,Praktis,Teknik Mesin
91,100,72,Teknologi,Praktis,Teknik Mesin
90,96,68,Teknologi,Praktis,Teknik Mesin
94,95,72,Teknologi,Praktis,Teknik Mesin
95,99,66,Teknologi,Praktis,Teknik Mesin
90,96,69,Teknologi,Praktis,Teknik Mesin
90,98,65,Teknologi,Praktis,Teknik Mesin
93,96,75,Teknologi,Praktis,Teknik Mesin
92,94,69,Teknologi,Praktis,Teknik Mesin
95,95,73,Teknologi,Praktis,Teknik Mesin
90,95,69,Teknologi,Praktis,Teknik Mesin
95,98,69,Teknologi,Praktis,Teknik Mesin
93,93,75,Teknologi,Praktis,Teknik Mesin
93,95,70,Teknologi,Praktis,Teknik Mesin
91,98,74,Teknologi,Praktis,Teknik Mesin
90,100,73,Teknologi,Praktis,Teknik Mesin
92,94,72,Teknologi,Praktis,Teknik Mesin
92,95,65,Teknologi,Praktis,Teknik Mesin
95,95,70,Teknologi,Praktis,Teknik Mesin
95,95,68,Teknologi,Praktis,Teknik Mesin
94,95,69,Teknologi,Praktis,Teknik Mesin
90,96,65,Teknologi,Praktis,Teknik Mesin
90,93,66,Teknologi,Praktis,Teknik Mesin
90,98,65,Teknologi,Praktis,Teknik Mesin
95,95,73,Teknologi,Praktis,Teknik Mesin
95,99,69,Teknologi,Praktis,Teknik Mesin
92,95,67,Teknologi,Praktis,Teknik Mesin
91,98,66,Teknologi,Praktis,Teknik Mesin
92,98,70,Teknologi,Praktis,Teknik Mesin
91,95,69,Teknologi,Praktis,Teknik Mesin
90,93,73,Teknologi,Praktis,Teknik Mesin
93,99,68,Teknologi,Praktis,Teknik Mesin
90,99,70,Teknologi,Praktis,Teknik Mesin
90,94,74,Teknologi,Praktis,Teknik Mesin
93,94,73,Teknologi,Praktis,Teknik Mesin
95,98,65,Teknologi,Praktis,Teknik Mesin
91,95,70,Teknologi,Praktis,Teknik Mesin
95,97,67,Teknologi,Praktis,Teknik Mesin
90,98,68,Teknologi,Praktis,Teknik Mesin
95,100,71,Teknologi,Praktis,Teknik Mesin
94,100,69,Teknologi,Praktis,Teknik Mesin
95,95,71,Teknologi,Praktis,Teknik Mesin
94,97,71,Teknologi,Praktis,Teknik Mesin
95,97,73,Teknologi,Praktis,Teknik Mesin
95,95,66,Teknologi,Praktis,Teknik Mesin
92,94,66,Teknologi,Praktis,Teknik Mesin
91,95,70,Teknologi,Praktis,Teknik Mesin
93,100,70,Teknologi,Praktis,Teknik Mesin
93,98,73,Teknologi,Praktis,Teknik Mesin
94,95,69,Teknologi,Praktis,Teknik Mesin
95,93,75,Teknologi,Praktis,Teknik Mesin
91,95,70,Teknologi,Praktis,Teknik Mesin
90,100,70,Teknologi,Praktis,Teknik Mesin
95,94,65,Teknologi,Praktis,Teknik Mesin
90,97,69,Teknologi,Praktis,Teknik Mesin
90,97,71,Teknologi,Praktis,Teknik Mesin
91,97,70,Teknologi,Praktis,Teknik Mesin
94,94,75,Teknologi,Praktis,Teknik Mesin
95,95,73,Teknologi,Praktis,Teknik Mesin
90,95,69,Teknologi,Praktis,Teknik Mesin
91,95,72,Teknologi,Praktis,Teknik Mesin
94,95,71,Teknologi,Praktis,Teknik Mesin
92,98,75,Teknologi,Praktis,Teknik Mesin
94,95,71,Teknologi,Praktis,Teknik Mesin
91,98,66,Teknologi,Praktis,Teknik Mesin
92,96,68,Teknologi,Praktis,Teknik Mesin
93,99,68,Teknologi,Praktis,Teknik Mesin
95,95,70,Teknologi,Praktis,Teknik Mesin
90,98,66,Teknologi,Praktis,Teknik Mesin
95,93,69,Teknologi,Praktis,Teknik Mesin
91,99,66,Teknologi,Praktis,Teknik Mesin
91,93,71,Teknologi,Praktis,Teknik Mesin
92,100,65,Teknologi,Praktis,Teknik Mesin
92,100,72,Teknologi,Praktis,Teknik Mesin
91,93,74,Teknologi,Praktis,Teknik Mesin
91,95,66,Teknologi,Praktis,Teknik Mesin
94,95,75,Teknologi,Praktis,Teknik Mesin
92,93,75,Teknologi,Praktis,Teknik Mesin
95,99,66,Teknologi,Praktis,Teknik Mesin
95,100,69,Teknologi,Praktis,Teknik Mesin
94,99,67,Teknologi,Praktis,Teknik Mesin
90,93,75,Teknologi,Praktis,Teknik Mesin
95,93,65,Teknologi,Praktis,Teknik Mesin
93,99,66,Teknologi,Praktis,Teknik Mesin
95,95,66,Teknologi,Praktis,Teknik Mesin
92,94,74,Teknologi,Praktis,Teknik Mesin
90,96,67,Teknologi,Praktis,Teknik Mesin
91,98,69,Teknologi,Praktis,Teknik Mesin
92,93,66,Teknologi,Praktis,Teknik Mesin
91,94,69,Teknologi,Praktis,Teknik Mesin
95,93,72,Teknologi,Praktis,Teknik Mesin
93,97,69,Teknologi,Praktis,Teknik Mesin
94,100,65,Teknologi,Praktis,Teknik Mesin
93,99,72,Teknologi,Praktis,Teknik Mesin
95,93,67,Teknologi,Praktis,Teknik Mesin
91,95,72,Teknologi,Praktis,Teknik Mesin
95,97,75,Teknologi,Praktis,Teknik Mesin
95,93,65,Teknologi,Praktis,Teknik Mesin
93,96,75,Teknologi,Praktis,Teknik Mesin
92,97,75,Teknologi,Praktis,Teknik Mesin
94,93,73,Teknologi,Praktis,Teknik Mesin
94,94,68,Teknologi,Praktis,Teknik Mesin
91,94,72,Teknologi,Praktis,Teknik Mesin
93,93,72,Teknologi,Praktis,Teknik Mesin
94,95,72,Teknologi,Praktis,Teknik Mesin
92,96,75,Teknologi,Praktis,Teknik Mesin
91,100,73,Teknologi,Praktis,Teknik Mesin
90,99,75,Teknologi,Praktis,Teknik Mesin
92,100,72,Teknologi,Praktis,Teknik Mesin
90,98,65,Teknologi,Praktis,Teknik Mesin
95,93,68,Teknologi,Praktis,Teknik Mesin
95,99,75,Teknologi,Praktis,Teknik Mesin
91,100,75,Teknologi,Praktis,Teknik Mesin
93,94,70,Teknologi,Praktis,Teknik Mesin
95,96,68,Teknologi,Praktis,Teknik Mesin
95,93,67,Teknologi,Praktis,Teknik Mesin
95,95,66,Teknologi,Praktis,Teknik Mesin
95,97,75,Teknologi,Praktis,Teknik Mesin
90,99,65,Teknologi,Praktis,Teknik Mesin
94,100,65,Teknologi,Praktis,Teknik Mesin
90,100,70,Teknologi,Praktis,Teknik Mesin
90,93,75,Teknologi,Praktis,Teknik Mesin
93,93,75,Teknologi,Praktis,Teknik Mesin
90,100,66,Teknologi,Praktis,Teknik Mesin
90,97,75,Teknologi,Praktis,Teknik Mesin
95,97,69,Teknologi,Praktis,Teknik Mesin
93,96,74,Teknologi,Praktis,Teknik Mesin
93,97,73,Teknologi,Praktis,Teknik Mesin
93,94,73,Teknologi,Praktis,Teknik Mesin
95,93,67,Teknologi,Praktis,Teknik Mesin
92,93,75,Teknologi,Praktis,Teknik Mesin
93,97,74,Teknologi,Praktis,Teknik Mesin
90,93,72,Teknologi,Praktis,Teknik Mesin
92,100,70,Teknologi,Praktis,Teknik Mesin
92,100,70,Teknologi,Praktis,Teknik Mesin
93,93,75,Teknologi,Praktis,Teknik Mesin
92,99,75,Teknologi,Praktis,Teknik Mesin
90,100,69,Teknologi,Praktis,Teknik Mesin
95,98,73,Teknologi,Praktis,Teknik Mesin
91,98,74,Teknologi,Praktis,Teknik Mesin
95,99,72,Teknologi,Praktis,Teknik Mesin
93,98,73,Teknologi,Praktis,Teknik Mesin
92,96,71,Teknologi,Praktis,Teknik Mesin
95,99,73,Teknologi,Praktis,Teknik Mesin
92,98,69,Teknologi,Praktis,Teknik Mesin
94,97,65,Teknologi,Praktis,Teknik Mesin
93,93,75,Teknologi,Praktis,Teknik Mesin
93,97,73,Teknologi,Praktis,Teknik Mesin
95,96,73,Teknologi,Praktis,Teknik Mesin
94,97,71,Teknologi,Praktis,Teknik Mesin
90,98,65,Teknologi,Praktis,Teknik Mesin
95,93,67,Teknologi,Praktis,Teknik Mesin
91,99,71,Teknologi,Praktis,Teknik Mesin
94,97,69,Teknologi,Praktis,Teknik Mesin
91,100,73,Teknologi,Praktis,Teknik Mesin
94,96,69,Teknologi,Praktis,Teknik Mesin
90,96,70,Teknologi,Praktis,Teknik Mesin
91,97,72,Teknologi,Praktis,Teknik Mesin
90,94,67,Teknologi,Praktis,Teknik Mesin
90,99,70,Teknologi,Praktis,Teknik Mesin
94,98,73,Teknologi,Praktis,Teknik Mesin
93,99,67,Teknologi,Praktis,Teknik Mesin
94,97,72,Teknologi,Praktis,Teknik Mesin
94,97,68,Teknologi,Praktis,Teknik Mesin
93,96,69,Teknologi,Praktis,Teknik Mesin
93,97,74,Teknologi,Praktis,Teknik Mesin
90,99,65,Teknologi,Praktis,Teknik Mesin
95,98,67,Teknologi,Praktis,Teknik Mesin
93,93,68,Teknologi,Praktis,Teknik Mesin
93,93,67,Teknologi,Praktis,Teknik Mesin
91,95,66,Teknologi,Praktis,Teknik Mesin
94,95,72,Teknologi,Praktis,Teknik Mesin
93,99,70,Teknologi,Praktis,Teknik Mesin
90,98,68,Teknologi,Praktis,Teknik Mesin
90,100,74,Teknologi,Praktis,Teknik Mesin
91,93,70,Teknologi,Praktis,Teknik Mesin
90,95,65,Teknologi,Praktis,Teknik Mesin
95,94,75,Teknologi,Praktis,Teknik Mesin
93,93,75,Teknologi,Praktis,Teknik Mesin
90,99,71,Teknologi,Praktis,Teknik Mesin
91,95,69,Teknologi,Praktis,Teknik Mesin
91,99,70,Teknologi,Praktis,Teknik Mesin
92,95,66,Teknologi,Praktis,Teknik Mesin
94,96,66,Teknologi,Praktis,Teknik Mesin
91,96,71,Teknologi,Praktis,Teknik Mesin
93,94,69,Teknologi,Praktis,Teknik Mesin
93,93,75,Teknologi,Praktis,Teknik Mesin
91,99,67,Teknologi,Praktis,Teknik Mesin
94,94,70,Teknologi,Praktis,Teknik Mesin
93,96,69,Teknologi,Praktis,Teknik Mesin
91,100,72,Teknologi,Praktis,Teknik Mesin
92,94,74,Teknologi,Praktis,Teknik Mesin
95,93,70,Teknologi,Praktis,Teknik Mesin
90,95,72,Teknologi,Praktis,Teknik Mesin
90,97,75,Teknologi,Praktis,Teknik Mesin
93,93,75,Teknologi,Praktis,Teknik Mesin
93,97,74,Teknologi,Praktis,Teknik Mesin
92,93,75,Teknologi,Praktis,Teknik Mesin
95,95,71,Teknologi,Praktis,Teknik Mesin
95,100,67,Teknologi,Praktis,Teknik Mesin
91,95,75,Teknologi,Praktis,Teknik Mesin
95,96,69,Teknologi,Praktis,Teknik Mesin
95,97,70,Teknologi,Praktis,Teknik Mesin
94,99,72,Teknologi,Praktis,Teknik Mesin
90,95,71,Teknologi,Praktis,Teknik Mesin
90,97,69,Teknologi,Praktis,Teknik Mesin
93,98,74,Teknologi,Praktis,Teknik Mesin
90,94,71,Teknologi,Praktis,Teknik Mesin
90,99,72,Teknologi,Praktis,Teknik Mesin
95,100,72,Teknologi,Praktis,Teknik Mesin
92,93,68,Teknologi,Praktis,Teknik Mesin
95,93,67,Teknologi,Praktis,Teknik Mesin
90,100,73,Teknologi,Praktis,Teknik Mesin
95,97,69,Teknologi,Praktis,Teknik Mesin
95,99,66,Teknologi,Praktis,Teknik Mesin
93,97,69,Teknologi,Praktis,Teknik Mesin
90,98,68,Teknologi,Praktis,Teknik Mesin
92,100,74,Teknologi,Praktis,Teknik Mesin
94,97,69,Teknologi,Praktis,Teknik Mesin
90,99,72,Teknologi,Praktis,Teknik Mesin
95,93,67,Teknologi,Praktis,Teknik Mesin
90,99,67,Teknologi,Praktis,Teknik Mesin
93,94,67,Teknologi,Praktis,Teknik Mesin
90,98,69,Teknologi,Praktis,Teknik Mesin
90,98,75,Teknologi,Praktis,Teknik Mesin
94,98,73,Teknologi,Praktis,Teknik Mesin
94,98,65,Teknologi,Praktis,Teknik Mesin
91,96,70,Teknologi,Praktis,Teknik Mesin
91,94,70,Teknologi,Praktis,Teknik Mesin
91,94,75,Teknologi,Praktis,Teknik Mesin
90,96,73,Teknologi,Praktis,Teknik Mesin
94,95,73,Teknologi,Praktis,Teknik Mesin
90,97,71,Teknologi,Praktis,Teknik Mesin
91,100,66,Teknologi,Praktis,Teknik Mesin
91,96,70,Teknologi,Praktis,Teknik Mesin
95,93,75,Teknologi,Praktis,Teknik Mesin
94,99,68,Teknologi,Praktis,Teknik Mesin
93,98,70,Teknologi,Praktis,Teknik Mesin
93,95,75,Teknologi,Praktis,Teknik Mesin
94,100,68,Teknologi,Praktis,Teknik Mesin
94,98,72,Teknologi,Praktis,Teknik Mesin
95,98,73,Teknologi,Praktis,Teknik Mesin
91,97,65,Teknologi,Praktis,Teknik Mesin
92,94,73,Teknologi,Praktis,Teknik Mesin
95,95,66,Teknologi,Praktis,Teknik Mesin
92,96,74,Teknologi,Praktis,Teknik Mesin
92,98,69,Teknologi,Praktis,Teknik Mesin
94,100,66,Teknologi,Praktis,Teknik Mesin
95,97,66,Teknologi,Praktis,Teknik Mesin
92,99,71,Teknologi,Praktis,Teknik Mesin
92,94,69,Teknologi,Praktis,Teknik Mesin
93,94,74,Teknologi,Praktis,Teknik Mesin
90,94,71,Teknologi,Praktis,Teknik Mesin
91,95,66,Teknologi,Praktis,Teknik Mesin
93,95,70,Teknologi,Praktis,Teknik Mesin
90,96,73,Teknologi,Praktis,Teknik Mesin
91,99,67,Teknologi,Praktis,Teknik Mesin
94,99,69,Teknologi,Praktis,Teknik Mesin
95,97,72,Teknologi,Praktis,Teknik Mesin
92,97,75,Teknologi,Praktis,Teknik Mesin
90,95,65,Teknologi,Praktis,Teknik Mesin
95,99,66,Teknologi,Praktis,Teknik Mesin
94,96,73,Teknologi,Praktis,Teknik Mesin
95,99,67,Teknologi,Praktis,Teknik Mesin
95,97,73,Teknologi,Praktis,Teknik Mesin
94,93,68,Teknologi,Praktis,Teknik Mesin
90,94,73,Teknologi,Praktis,Teknik Mesin
93,94,69,Teknologi,Praktis,Teknik Mesin
95,97,70,Teknologi,Praktis,Teknik Mesin
91,97,74,Teknologi,Praktis,Teknik Mesin
95,96,65,Teknologi,Praktis,Teknik Mesin
90,94,70,Teknologi,Praktis,Teknik Mesin
90,99,65,Teknologi,Praktis,Teknik Mesin
95,100,71,Teknologi,Praktis,Teknik Mesin
92,94,65,Teknologi,Praktis,Teknik Mesin
91,97,67,Teknologi,Praktis,Teknik Mesin
91,97,73,Teknologi,Praktis,Teknik Mesin
90,99,75,Teknologi,Praktis,Teknik Mesin
94,100,68,Teknologi,Praktis,Teknik Mesin
92,97,74,Teknologi,Praktis,Teknik Mesin
90,98,69,Teknologi,Praktis,Teknik Mesin
95,93,73,Teknologi,Praktis,Teknik Mesin
95,100,71,Teknologi,Praktis,Teknik Mesin
92,94,69,Teknologi,Praktis,Teknik Mesin
91,93,75,Teknologi,Praktis,Teknik Mesin
94,97,72,Teknologi,Praktis,Teknik Mesin
91,96,73,Teknologi,Praktis,Teknik Mesin
91,100,66,Teknologi,Praktis,Teknik Mesin
94,95,68,Teknologi,Praktis,Teknik Mesin
90,95,70,Teknologi,Praktis,Teknik Mesin
95,98,65,Teknologi,Praktis,Teknik Mesin
91,95,66,Teknologi,Praktis,Teknik Mesin
95,100,71,Teknologi,Praktis,Teknik Mesin
95,93,72,Teknologi,Praktis,Teknik Mesin
92,99,75,Teknologi,Praktis,Teknik Mesin
93,94,74,Teknologi,Praktis,Teknik Mesin
93,100,70,Teknologi,Praktis,Teknik Mesin
90,95,74,Teknologi,Praktis,Teknik Mesin
94,95,71,Teknologi,Praktis,Teknik Mesin
94,100,65,Teknologi,Praktis,Teknik Mesin
91,98,67,Teknologi,Praktis,Teknik Mesin
90,96,69,Teknologi,Praktis,Teknik Mesin
93,99,67,Teknologi,Praktis,Teknik Mesin
94,98,71,Teknologi,Praktis,Teknik Mesin
92,96,69,Teknologi,Praktis,Teknik Mesin
92,97,66,Teknologi,Praktis,Teknik Mesin
93,100,66,Teknologi,Praktis,Teknik Mesin
91,99,67,Teknologi,Praktis,Teknik Mesin
93,95,74,Teknologi,Praktis,Teknik Mesin
91,94,72,Teknologi,Praktis,Teknik Mesin
94,94,66,Teknologi,Praktis,Teknik Mesin
93,93,65,Teknologi,Praktis,Teknik Mesin
92,94,65,Teknologi,Praktis,Teknik Mesin
90,97,66,Teknologi,Praktis,Teknik Mesin
95,95,68,Teknologi,Praktis,Teknik Mesin
90,99,71,Teknologi,Praktis,Teknik Mesin
92,93,75,Teknologi,Praktis,Teknik Mesin
90,99,72,Teknologi,Praktis,Teknik Mesin
90,100,69,Teknologi,Praktis,Teknik Mesin
92,99,73,Teknologi,Praktis,Teknik Mesin
90,94,66,Teknologi,Praktis,Teknik Mesin
93,98,72,Teknologi,Praktis,Teknik Mesin
95,100,65,Teknologi,Praktis,Teknik Mesin
95,97,75,Teknologi,Praktis,Teknik Mesin
91,95,73,Teknologi,Praktis,Teknik Mesin
94,96,74,Teknologi,Praktis,Teknik Mesin
94,96,65,Teknologi,Praktis,Teknik Mesin
95,97,67,Teknologi,Praktis,Teknik Mesin
91,97,68,Teknologi,Praktis,Teknik Mesin
94,99,74,Teknologi,Praktis,Teknik Mesin
94,100,66,Teknologi,Praktis,Teknik Mesin
90,99,75,Teknologi,Praktis,Teknik Mesin
95,100,65,Teknologi,Praktis,Teknik Mesin
93,99,73,Teknologi,Praktis,Teknik Mesin
95,100,71,Teknologi,Praktis,Teknik Mesin
90,99,72,Teknologi,Praktis,Teknik Mesin
93,100,65,Teknologi,Praktis,Teknik Mesin
93,100,65,Teknologi,Praktis,Teknik Mesin
94,95,71,Teknologi,Praktis,Teknik Mesin
91,93,75,Teknologi,Praktis,Teknik Mesin
94,98,69,Teknologi,Praktis,Teknik Mesin
93,98,72,Teknologi,Praktis,Teknik Mesin
90,96,73,Teknologi,Praktis,Teknik Mesin
92,100,69,Teknologi,Praktis,Teknik Mesin
90,99,65,Teknologi,Praktis,Teknik Mesin
95,97,75,Teknologi,Praktis,Teknik Mesin
92,93,71,Teknologi,Praktis,Teknik Mesin
92,99,71,Teknologi,Praktis,Teknik Mesin
95,95,73,Teknologi,Praktis,Teknik Mesin
90,95,72,Teknologi,Praktis,Teknik Mesin
94,97,69,Teknologi,Praktis,Teknik Mesin
95,93,69,Teknologi,Praktis,Teknik Mesin
93,94,67,Teknologi,Praktis,Teknik Mesin
91,99,68,Teknologi,Praktis,Teknik Mesin
94,94,66,Teknologi,Praktis,Teknik Mesin
90,95,71,Teknologi,Praktis,Teknik Mesin
94,100,67,Teknologi,Praktis,Teknik Mesin
93,100,71,Teknologi,Praktis,Teknik Mesin
94,100,74,Teknologi,Praktis,Teknik Mesin
90,97,69,Teknologi,Praktis,Teknik Mesin
95,95,72,Teknologi,Praktis,Teknik Mesin
93,100,66,Teknologi,Praktis,Teknik Mesin
91,98,75,Teknologi,Praktis,Teknik Mesin
93,93,75,Teknologi,Praktis,Teknik Mesin
90,97,75,Teknologi,Praktis,Teknik Mesin
91,96,68,Teknologi,Praktis,Teknik Mesin
91,95,66,Teknologi,Praktis,Teknik Mesin
94,96,74,Teknologi,Praktis,Teknik Mesin
94,99,75,Teknologi,Praktis,Teknik Mesin
95,98,71,Teknologi,Praktis,Teknik Mesin
92,96,75,Teknologi,Praktis,Teknik Mesin
93,93,67,Teknologi,Praktis,Teknik Mesin
91,95,75,Teknologi,Praktis,Teknik Mesin
93,93,75,Teknologi,Praktis,Teknik Mesin
92,95,75,Teknologi,Praktis,Teknik Mesin
90,95,67,Teknologi,Praktis,Teknik Mesin
91,93,65,Teknologi,Praktis,Teknik Mesin
91,100,68,Teknologi,Praktis,Teknik Mesin
94,98,69,Teknologi,Praktis,Teknik Mesin
94,100,70,Teknologi,Praktis,Teknik Mesin
95,100,69,Teknologi,Praktis,Teknik Mesin
92,97,67,Teknologi,Praktis,Teknik Mesin
93,100,65,Teknologi,Praktis,Teknik Mesin
92,98,69,Teknologi,Praktis,Teknik Mesin
95,94,71,Teknologi,Praktis,Teknik Mesin
91,100,68,Teknologi,Praktis,Teknik Mesin
92,93,75,Teknologi,Praktis,Teknik Mesin
95,100,71,Teknologi,Praktis,Teknik Mesin
90,99,70,Teknologi,Praktis,Teknik Mesin
94,97,72,Teknologi,Praktis,Teknik Mesin
95,96,73,Teknologi,Praktis,Teknik Mesin
95,95,71,Teknologi,Praktis,Teknik Mesin
91,98,70,Teknologi,Praktis,Teknik Mesin
94,99,68,Teknologi,Praktis,Teknik Mesin
94,94,72,Teknologi,Praktis,Teknik Mesin
93,95,70,Teknologi,Praktis,Teknik Mesin
92,99,74,Teknologi,Praktis,Teknik Mesin
90,98,68,Teknologi,Praktis,Teknik Mesin
93,96,74,Teknologi,Praktis,Teknik Mesin
94,93,72,Teknologi,Praktis,Teknik Mesin
94,97,65,Teknologi,Praktis,Teknik Mesin
92,98,70,Teknologi,Praktis,Teknik Mesin
91,94,65,Teknologi,Praktis,Teknik Mesin
95,96,73,Teknologi,Praktis,Teknik Mesin
93,95,65,Teknologi,Praktis,Teknik Mesin
95,94,72,Teknologi,Praktis,Teknik Mesin
90,100,75,Teknologi,Praktis,Teknik Mesin
93,97,67,Teknologi,Praktis,Teknik Mesin
93,100,70,Teknologi,Praktis,Teknik Mesin
95,95,71,Teknologi,Praktis,Teknik Mesin
90,94,71,Teknologi,Praktis,Teknik Mesin
94,94,70,Teknologi,Praktis,Teknik Mesin
95,94,68,Teknologi,Praktis,Teknik Mesin
93,95,71,Teknologi,Praktis,Teknik Mesin
95,96,74,Teknologi,Praktis,Teknik Mesin
92,98,66,Teknologi,Praktis,Teknik Mesin
95,97,72,Teknologi,Praktis,Teknik Mesin
94,100,74,Teknologi,Praktis,Teknik Mesin
91,98,67,Teknologi,Praktis,Teknik Mesin
91,99,74,Teknologi,Praktis,Teknik Mesin
90,99,72,Teknologi,Praktis,Teknik Mesin
92,100,74,Teknologi,Praktis,Teknik Mesin
90,98,75,Teknologi,Praktis,Teknik Mesin
93,97,75,Teknologi,Praktis,Teknik Mesin
92,99,66,Teknologi,Praktis,Teknik Mesin
90,98,65,Teknologi,Praktis,Teknik Mesin
90,99,75,Teknologi,Praktis,Teknik Mesin
90,97,71,Teknologi,Praktis,Teknik Mesin
94,94,74,Teknologi,Praktis,Teknik Mesin
93,94,69,Teknologi,Praktis,Teknik Mesin
91,94,68,Teknologi,Praktis,Teknik Mesin
93,96,66,Teknologi,Praktis,Teknik Mesin
92,96,66,Teknologi,Praktis,Teknik Mesin
94,93,67,Teknologi,Praktis,Teknik Mesin
95,93,66,Teknologi,Praktis,Teknik Mesin
94,98,71,Teknologi,Praktis,Teknik Mesin
93,96,66,Teknologi,Praktis,Teknik Mesin
91,98,74,Teknologi,Praktis,Teknik Mesin
93,98,70,Teknologi,Praktis,Teknik Mesin
93,93,73,Teknologi,Praktis,Teknik Mesin
90,100,66,Teknologi,Praktis,Teknik Mesin
93,95,73,Teknologi,Praktis,Teknik Mesin
90,96,66,Teknologi,Praktis,Teknik Mesin
92,96,71,Teknologi,Praktis,Teknik Mesin
95,94,73,Teknologi,Praktis,Teknik Mesin
